prod_id,prod_name,brand,sku,prod_price,prod_category,pos_name,pos_stock,pos_price
5820,Glofish Trilogy,GloFish,015561112178,8.71,aquatics,Fluval Water Hose Bracket,0.0,8.73
5825,Aqueon 29g Tank & Stand,Aqueon,745801712508,326.99,aquatics,Durvet Activated Charcoal Gel,0.0,3.27
5827,Fluval 32.5us Fluval Tank & Stand,Fluval,683615359512,621.29,aquatics,Fluval 32.5us Fluval Tank & St,0.0,598.49
5828,Marineland 60gal Tank & Stand,Marineland,715501517864,512.29,aquatics,Marineland 60gal Tank & Stand,0.0,493.49
5830,Marineland 75 Tank & Stand,Marineland,012104434049,544.99,aquatics,Marineland 75 Tank & Stand,0.0,524.99
5851,Rainy Days Small,Penn-Plax,030172069918,18.52,aquatics,Rainy Days Small,0.0,17.84
6924,Hikari Frozen Krill 3.5 oz,Hikari,042055307208,7.62,aquatics,Hikari Frozen Krill 3.5 oz,0.0,7.63
6933,Hikari Frozen Spirulina Brine Shrimp 3.5 oz,Hikari,042055325202,6.53,aquatics,Hikari Frozen Spirulina Brine,-1.0,6.54
6935,Hikari Frozen Ocean Plankton 3.5 oz,Hikari,076484693540,7.69,aquatics,Coastal Styles Collar Med Lama,0.0,10.69
6949,Hikari Algae Waffer 8.8oz,Hikari,042055213288,19.61,aquatics,Hikari Algae Waffer 8.8oz,0.0,18.89
6956,Hikari Fancy Guppy .77oz,Hikari,042055221023,5.44,aquatics,Hikari Fancy Guppy .77oz,0.0,5.45
6976,Fluval Moss Ball,Fluval,076484996498,9.89,aquatics,Coastal Styles Collar Sm Unicorn,-1.0,8.99
7010,Tetra Tetra Pro Color Crisps  2.65oz,Tetra,046798770794,14.16,aquatics,TetraPro Color 1 oz,0.0,13.64
7019,Fluval Cichlid Small to Medium 1.6oz,Fluval,076484093890,7.69,aquatics,"Rascals 3"" Hamburger",0.0,6.54
7022,Fluval Color Enhancing 1.6oz,Fluval,076484827709,7.62,aquatics,Fluval Color Enhancing 1.6oz,0.0,7.63
7040,Lee's Super Pump,Lee's,010838115807,20.70,aquatics,Lee's Super Pump,0.0,19.94
7057,"Aqueon Siphon Vac 9""",Aqueon,015905062299,14.16,aquatics,"Aqueon Siphon Vac 9""",0.0,13.64
7074,Penn Plax 100w Heater,Penn-Plax,030172034695,25.06,aquatics,Penn Plax 100w Heater,0.0,24.14
7076,Aqueon 5w Heater,Aqueon,015905000697,14.16,aquatics,Aqueon 5w Heater,0.0,13.64
7078,Penn Plax 25w Mini Heater,Penn-Plax,030172094842,22.88,aquatics,Penn Plax 25w Mini Heater,0.0,22.04
7086,Seachem Acid Buffer 10.5oz,SeaChem,000116024600,11.98,aquatics,Seachem Acid Buffer 10.5oz,0.0,11.54
7126,Api Ammo Lock 8oz,API,317163040454,16.34,aquatics,Api Ammo Lock 8oz,0.0,15.74
7142,API Aqua Essentia All-in-One Water Conditioner 8oz,API,317163044230,16.34,aquatics,Api Aqua Essential 8oz,0.0,15.74
7143,Api Aqua Essential 16oz,API,317163054239,23.97,aquatics,Api Aqua Essential 16oz,0.0,23.09
7149,Api Copper Test Kit,API,317163120651,18.52,aquatics,Api Copper Test Kit,0.0,17.84
7163,Seachem Sulfaplex,SeaChem,077234541289,10.89,aquatics,Seachem Sulfaplex,0.0,10.49
7167,Tetra 6in1 Test Strip 25 Count,Tetra,046798195429,20.70,aquatics,Tetra 6in1 Test Strip 25 Count,0.0,19.94
7174,Seachem Alert Combo,SeaChem,000116000130,23.97,aquatics,Seachem Alert Combo,0.0,23.09
7194,Penn Plax Auto Feeder,Penn-Plax,030172104565,23.97,aquatics,Penn Plax Auto Feeder,0.0,23.09
7205,Tetra Glo Gravel Black Lagoon,Tetra,180181002014,8.71,aquatics,Tetra Glo Gravel Black Lagoon,0.0,8.73
7213,Tetra Glo Barrels,Tetra,046798290681,14.16,aquatics,Tetra Glo Barrels,0.0,13.64
7222,Tetra Glo Clam,Tetra,046798196297,14.16,aquatics,Tetra Glo Clam,0.0,13.64
7223,Tetra Glo Anemone Pink,Tetra,046798784456,14.16,aquatics,Tetra Glo Anemone Pink,0.0,13.64
7224,Tetra Small Green/Yellow Plant,Tetra,046798780274,5.44,aquatics,Tetra Small Green/Yellow Plant,0.0,5.45
7230,Tetra Glo Medium Purple/White Plant,Tetra,046798780922,7.62,aquatics,Tetra Glo Medium Purple/White,0.0,7.63
7238,Tetra Glo Multi Plant,Tetra,046798784074,10.89,aquatics,Tetra Glo Multi Plant,0.0,10.49
7243,Marina Pack Orchid Plant,Marineland,015561120814,5.44,aquatics,Marina Pack Orchid Plant,0.0,5.45
7244,Marina Fire Grass Plant,Marineland,015561120944,5.44,aquatics,Marina Fire Grass Plant,0.0,5.45
7250,Penn Plax Betta Cave,Penn-Plax,030172105685,10.89,aquatics,Penn Plax Betta Cave,0.0,10.49
7252,Zoo Med Betta Lounge,Zoo Med,097612089554,8.79,aquatics,Zoo Med Betta Lounge,0.0,8.73
7254,Penn Plax Betta Leaf,Penn-Plax,030172105432,7.62,aquatics,Penn Plax Betta Leaf,0.0,7.63
7257,Marina Marble,Marineland,015561127097,4.35,aquatics,Marina Marble,0.0,4.36
7260,Marina Accent Gravel Black,Marineland,015561123747,3.26,aquatics,Marina Accent Gravel Black,0.0,3.27
7275,Penn Plax Light,Penn-Plax,030172057359,27.24,aquatics,Penn Plax Light,0.0,26.24
7304,Penn Plax Small World Kit,Penn-Plax,030172015373,32.69,aquatics,Penn Plax Small World Kit,0.0,31.49
7308,Aqueon Essentials Kit 29 Gallon,Aqueon,015905002851,65.39,aquatics,Aqueon Essentials Kit 29 Gallo,0.0,62.99
7313,Zoo Med Betta Log Ceramic,Zoo Med,035585421278,13.09,aquatics,Kong Comfort HedgeHug Md,0.0,13.64
7996,Estes Spectrastone Special Aquarium Gravel Green 5lb,Estes,034652405036,7.62,aquatics,Estes Spectrastone Special Aqu,0.0,7.63
8003,Pure Water Gravel White 5lb,Pure Water Pebbles,029904700151,6.53,aquatics,Pure Water Gravel White 5lb,0.0,6.54
8014,Estes Spectrastone Pebble Aquarium Gravel Shallow Creek Pebble 25lb,Estes,034652107015,31.60,aquatics,Estes Spectrastone Pebble Aqua,0.0,30.44
8018,Seachem Laboratories Flourite Planted Aquarium Gravel 7.7lb,Seachem,000116373302,18.52,aquatics,Seachem Laboratories Flourite,0.0,17.84
8032,Aqueon Water Renewals Betta 4oz,Aqueon,015905060172,5.44,aquatics,Aqueon Water Renewals Betta 4o,0.0,5.45
9276,Zoo Med Betta Floating Lounge,Zoo Med,097612240702,9.80,aquatics,Zoo Med Betta Floating Lounge,0.0,9.44
9288,shorefins™ Betta World Aquatic Glass Crystals - White - 12.5 Oz,Penn Plax,030172093029,8.71,aquatics,shorefins™ Betta World Aquatic,0.0,8.73
9292,Fritz Betta Water Purified Water With Almond Leaf Extract,Fritz,080531111130,7.62,aquatics,Fritz Betta Water Purified Wat,0.0,7.63
9293,Active Betta Water 33.8fl oz,Active Betta,029904109619,6.59,aquatics,Active Betta Water 33.8fl oz,0.0,6.54
9295,Fluval Betta Tropical Almond Leaves 10 pack HAGEN,Fluval,015561148443,10.89,aquatics,Fluval Betta Tropical Almond L,0.0,10.49
9296,Zoo Med Betta Tools Aquarium Cleaning Set,Zoo Med,097612241419,10.89,aquatics,Zoo Med Betta Tools Aquarium C,0.0,10.49
9297,"Zoo Med Betta Plant Philo Green,",Zoo Med,097612241204,4.35,aquatics,Zoo Med Betta Plant Philo Gree,0.0,4.36
9303,Zoo Med Betta Bling Mermaid Aquarium Ornament with Hoop Multi-Color,Zoo Med,097612242218,7.62,aquatics,Zoo Med Betta Bling Mermaid Aq,0.0,7.63
9313,"GloFish Cresent Aquarium Kit Black, Clear 5 gal",Tetra,046798290452,87.19,aquatics,GloFish Cresent Aquarium Kit B,0.0,83.99
9315,Tetra LED Trapezoid Betta Tank Clear 1 gal,Tetra,046798290506,23.97,aquatics,Tetra LED Trapezoid Betta Tank,0.0,23.09
9327,Lee's Aquarium & Pet Products Plastic Valve for Aquarium Pumps,Lee,010838141141,1.30,aquatics,Lee's Two Way Plastic Valve,0.0,1.37
9341,"Cascade™ Aqua-Mist™ Air Stone Bar - 4"" L",Penn Plax,030172333040,3.26,aquatics,Cascade™ Aqua-Mist™ Air Stone,0.0,3.27
9344,"Fluval AquaSky 3.0 LED 35 watt 48-61""",Fluval,015561166430,179.84,aquatics,Fluval AquaSky 3.0 LED 35 watt,0.0,173.24
9350,Aqua Clear Power Head Attachment,Aqua Clear,015561105750,15.25,aquatics,Aqua Clear Power Head Attachme,0.0,14.69
9358,"Tetra Whisper Bio-Bag Cartridge for IQ and PF Filters 3 pk, MD",Tetra,046798261698,10.89,aquatics,Tetra Whisper Bio-Bag Cartridg,0.0,10.49
9401,Seachem Laboratories PhosBond Phosphate and Silicate Remover 250ml,Seachem,000116126106,17.43,aquatics,Seachem Laboratories PhosBond,0.0,16.79
9403,Seachem Laboratories PhosGuard Phosphate and Silicate Remover 500ml,Seachem,000116018302,18.52,aquatics,Seachem PhosGuard,0.0,17.84
9404,Seachem Laboratories Neutral Regulator Aquarium Water Treatment 8.8oz,Seachem,000116030601,11.98,aquatics,Seachem Laboratories Neutral R,0.0,11.54
9436,Hikari USA Brine Shrimp Frozen Fish Food 32oz,Hikari,042055324649,23.97,aquatics,Hikari Brine Shrimp 32oz,0.0,23.09
9437,Marineland Bonded Filter Pad 12x24 Inch,Marineland,047431010000,9.80,aquatics,Marineland Rite Size Pad,0.0,9.44
9439,Tetra Whisper Bio-Bag Cartridge for IQ and PF Filters 6pk,Tetra,046798263500,14.16,aquatics,Tetra Bio Bag Medium 6 Pack,0.0,13.64
9470,Zoo Med ReptiSun T5 HO Terrarium Hood w/ 5.0 Bulb,Zoo Med,097612320718,108.99,aquatics,Zoo Med Reptisun T5 HO 24Inch,0.0,104.99
9515,"Fluval Curly Aponogeton Mix Decor 10""",Fluval,080605117013,18.59,aquatics,Aqua Life Curly,0.0,17.84
9546,Fluval AC70/110 Active Carbon Insert Value 3pk,Fluval,015561196468,19.61,aquatics,Fluval Carbon AC70 AC110 3 Pack,0.0,18.89
9547,Fluval AC20/30 BioMax Insert,Fluval,015561196604,5.44,aquatics,Fluval Biomax AC20 AC30,0.0,5.45
9624,SpongeBob SquarePants™ aqua-floras™ Pineapple Home - Medium,Pennplax,030172102738,21.79,aquatics,Aqua Floras Pineapple Home,0.0,20.99
10039,Aqua-mag Mag Drive Water Pump,Danner Manufacturing,5736,108.99,aquatics,Aqua-mag Mag Drive Water Pump,0.0,104.99
10040,Aquatop Maxflow Pwrhead 35w,Aquatop,5585,31.60,aquatics,Aquatop Maxflow Pwrhead 35w,0.0,30.44
10041,Aquatop Maxflow Pwrhead 15w,Aquatop,5584,25.06,aquatics,Aquatop Maxflow Pwrhead 15w,0.0,24.14
10042,Aquatop Vibrant Wild Red Plant,Aquatop,5194,11.98,aquatics,Aquatop Vibrant Wild Red Plant,0.0,11.54
10043,Aquatop Vibrant Wild Red Plant,Aquatop,5191,15.25,aquatics,Aquatop Vibrant Wild Red Plant,0.0,14.69
10044,Aquatop Vibrant Wild Green Pla,Aquatop,5187,15.25,aquatics,Aquatop Vibrant Wild Green Pla,0.0,14.69
10045,Aquatop Vibrant Wild Mixed Pla,Aquatop,5186,11.98,aquatics,Aquatop Vibrant Wild Mixed Pla,0.0,11.54
10046,Aquatop Vibrant Wild White Pla,Aquatop,5185,13.07,aquatics,Aquatop Vibrant Wild White Pla,0.0,12.59
10047,Aquatop Vibrant Pass Pink Plan,Aquatop,5182,11.98,aquatics,Aquatop Vibrant Pass Pink Plan,0.0,11.54
10048,Aquatop Vibrant Wild Green Pla,Aquatop,5178,15.25,aquatics,Aquatop Vibrant Wild Green Pla,0.0,14.69
10049,Aquatop Vibrant Wild Mixed Red,Aquatop,5175,15.25,aquatics,Aquatop Vibrant Wild Mixed Red,0.0,14.69
10050,Aquatop Vibrant Wild Mix Red P,Aquatop,5163,27.24,aquatics,Aquatop Vibrant Wild Mix Red P,0.0,26.24
10051,Aquatip Vibrant Pass Pink Plan,Aquatop,5160,23.97,aquatics,Aquatip Vibrant Pass Pink Plan,0.0,23.09
10052,Aqualife Superflex Airtube Blu,Aqualife,2468,4.35,aquatics,Aqualife Superflex Airtube Blu,0.0,4.36
10054,AquaClear Filter Bag Insert 2 Bags,,015561113625,4.35,aquatics,AquaClear Filter Bag Insert 2 Bags,0.0,4.36
10060,Aquarium Solutions Coral,,042055962155,14.16,aquatics,Aquarium Solutions Coral,0.0,13.64
10068,Penn Plax Jaws,,030172103926,21.79,aquatics,Penn Plax Jaws,0.0,20.99
10070,"Aqueon Hinged Glass Top 30""",Aqueon,015905290302,32.69,aquatics,"Aqueon Hinged Glass Top 30""",0.0,31.49
10073,seachem Purigen 100ml,,000116016506,16.34,aquatics,seachem Purigen 100ml,0.0,15.74
10074,"Seachem Fish Net 5""",,000116032216,5.44,aquatics,"Seachem Fish Net 5""",0.0,5.45
10088,Aqualife Led Light,,030172105326,21.79,aquatics,Aqualife Led Light,0.0,20.99
10092,Flourite Sand 7.7lb,Seachem,000116352307,21.79,aquatics,Flourite Sand 7.7lb,0.0,20.99
10095,Paw Patrol Mini Marshal,Penn Plax,030172079993,6.53,aquatics,Paw Patrol Mini Marshal,0.0,6.54
10097,Paw Patroil Mini Chase,Penn Plax,030172079979,6.53,aquatics,Paw Patroil Mini Chase,0.0,6.54
10102,"Sinkers Ludwigia 24""",,030172055645,16.34,aquatics,"Sinkers Ludwigia 24""",0.0,15.74
10109,GloFi Dco,,046798780885,7.62,aquatics,GloFi Dco,0.0,7.63
10110,API GH & KH Test Kit,API,317163010587,16.34,aquatics,API GH & KH Test Kit,0.0,15.74
10115,Fluval CO2 Indicaror Set,,015561175616,17.43,aquatics,Fluval CO2 Indicaror Set,0.0,16.79
10131,API Funus Cure 4 fl oz,,017163020134,9.80,aquatics,API Funus Cure 4 fl oz,0.0,9.44
10141,GloFisg 10 gal LED,,046798290292,55.58,aquatics,GloFisg 10 gal LED,0.0,53.54
10144,Cascade Plant Growth Lght,,030172098642,32.69,aquatics,Cascade Plant Growth Lght,0.0,31.49
10161,Marina Decor Coral,,015561147446,11.98,aquatics,Marina Decor Coral,0.0,11.54
10182,Aqua Life Wizard Algae Scrubber Pad,,030172034374,5.44,aquatics,Aqua Life Wizard Algae Scrubber Pad,0.0,5.45
10189,Penn-Plex Bonsai,,030172098741,10.89,aquatics,Penn-Plex Bonsai,0.0,10.49
10192,Pure Water Pebbles Rainbow Gems,,029904300856,6.53,aquatics,Pure Water Pebbles Rainbow Gems,0.0,6.54
10194,Aqua-Plant Sinkers Pink,,030172055430,5.44,aquatics,Aqua-Plant Sinkers Pink,0.0,5.45
10219,Fluval Natural Mopani,,015561118187,16.34,aquatics,Fluval Natural Mopani,0.0,15.74
10224,Dory Ornament,,030172094101,7.62,aquatics,Dory Ornament,0.0,7.63
10241,Marina Naturals,,015561122573,34.87,aquatics,Marina Naturals,0.0,33.59
10250,Cambodian Rock Faces,,030172062391,25.06,aquatics,Cambodian Rock Faces,0.0,24.14
10264,AquaClear Media Bag 70,,015561113663,4.35,aquatics,AquaClear Media Bag 70,0.0,4.36
10272,FZ9-RCI,,819603016970,14.16,aquatics,FZ9-RCI,0.0,13.64
10287,Seachem Zip Bag Med,,000116015219,5.44,aquatics,Seachem Zip Bag Med,0.0,5.45
10312,Fluval Bio-Foam FX2,,015561102278,17.43,aquatics,Fluval Bio-Foam FX2,0.0,16.79
10317,Fluval 105/205 Intake Stem,,015561300032,10.89,aquatics,Fluval 105/205 Intake Stem,0.0,10.49
10330,Aquon 1 Gal Tank,Aqueon,015905001960,43.59,aquatics,Aquon 1 Gal Tank,0.0,41.99
10342,Penguin 170/330 6pk,Aqueon,047431502840,27.24,aquatics,Penguin 170/330 6pk,0.0,26.24
10344,Drift6wood Large,Galapagos,759834052869,26.15,aquatics,Drift6wood Large,0.0,25.19
10345,Glass Canopy 48x18,,047497344859,66.48,aquatics,Glass Canopy 48x18,0.0,64.04
1878,"Quiet Time Pet Bed Pink 18""",Quiet Time,027773008279,21.79,beds,"Quiet Time Pet Bed Pink 18""",0.0,20.99
1882,Quiettime Bolser Bed Extra Small,Quiet Time,027773027843,19.69,beds,Quiettime Bolser Bed Extra Sma,0.0,18.89
1884,"Quiet Time Reversible Bed 24""",Quiet Time,027773009474,28.39,beds,"Quiet Time Reversible Bed 24""",0.0,34.64
1885,Quiet Time Bolster Bed Small Grey,Quiet Time,027773027850,26.19,beds,Quiet Time Bolster Bed 24 inch Gray,0.0,25.19
1887,"Quiet Time Bed Pink 30""",Quiet Time,027773007197,43.59,beds,"Quiet Time Bed Pink 30""",0.0,41.99
1893,Quiet Time Extra Large Black Bed,Quiet Time,027773005377,75.29,beds,Quiet Time Extra Large Black B,0.0,72.44
1896,"Squishmellow Bed ""lola"" 20in",Jazwares,191726769446,37.09,beds,"Squishmellow Bed ""lola"" 20in",0.0,35.69
1898,Quiettime Black Extra Small Bed,Quiet Time,027773005322,23.99,beds,Quiettime Black Extra Small Be,0.0,23.09
1899,Quiettime Brown Toy Bed,Quiet Time,027773008255,20.79,beds,Quiettime Brown Toy Bed,0.0,19.94
1902,Quiettime Brown Medium Bed,Quiet Time,027773005087,44.69,beds,Quiettime Brown Medium Bed,0.0,43.04
1903,Quiettime Black Medium Bed,Quiet Time,027773005346,44.69,beds,Quiettime Black Medium Bed,0.0,43.04
1907,Petcrest Grey Roud Bed 25in,PetCrest,784099025440,40.39,beds,Petcrest Grey Roud Bed 25in,0.0,38.84
1908,Petcrest Grey Pillow Bed,PetCrest,784099025426,41.49,beds,Petcrest Grey Pillow Bed,0.0,39.89
1909,"Squishmellow Bed "" Maui"" 24in",Jazwares,191726502111,54.49,beds,"Squishmellow Bed "" Maui"" 24in",0.0,52.49
1915,Hello Kitty Pet Bed Large Pink,Jazwares,191726749288,59.99,beds,Hello Kitty Pet Bed Large Pink,0.0,57.74
1917,Quiettime Cuddle Bed Blue Medium,Quiet Time,027773019152,46.89,beds,Quiettime Cuddle Bed Blue Medi,0.0,45.14
1918,Quiettime Cuddle Bed Grey Medium,Quiet Time,027773019176,54.49,beds,Quiettime Cuddle Bed Grey Medi,0.0,52.49
1919,Quiettime Cuddle Bed Blue Small,Quiet Time,027773019145,38.19,beds,Quiettime Cuddle Bed Blue Smal,0.0,36.74
1920,Quiettime Cuddle Bed Grey Small,Quiet Time,027773019169,43.59,beds,Quiettime Cuddle Bed Grey Smal,0.0,41.99
1921,Furhaven Calming Hug Bed Small,FurHaven,842229122220,33.79,beds,Furhaven Calming Hug Bed Small,0.0,32.54
2286,Curious Cat Cube,MidWest Homes For Pets,027773023074,53.49,beds,Curious Cat Cube,0.0,51.44
853,E-z Feed 4oz,Penn-Plax,030172104565,23.97,birdSupplies,Penn Plax Auto Feeder,0.0,23.09
855,Birdlife 2week Seed Feeder,Birdlife,030172902239,3.29,birdSupplies,Birdlife 2week Seed Feeder,0.0,3.27
856,Birdlife Mineral Berry Flavor,Birdlife,030172102363,4.39,birdSupplies,Birdlife Mineral Block Banana,0.0,5.45
857,Birdlife Mineral Block Banana Flavor,Birdlife,030172102363,4.39,birdSupplies,Birdlife Mineral Block Banana,0.0,5.45
859,Birdlife Small Seed/Water Fountain,Birdlife,030172005497,4.39,birdSupplies,"Aqualife Plant Scapes 8""",0.0,11.54
863,JW Pet Pet Pet Pet Clean Cup Medium,JW Pet,618940313090,10.89,birdSupplies,"Aqualife Plant Scapes 14""",0.0,17.84
866,A & E Treat Clips,A&E Cage Co,644472014785,4.39,birdSupplies,A & E Treat Clips,0.0,4.36
867,Prevue Hendrix Cage Saver,Prevue,48081001097,4.39,birdSupplies,Prevue Hendrix Cage Saver,0.0,4.36
868,JW Pet Pet Pet Pet Clean Cup Large,JW Pet,618940313113,15.25,birdSupplies,"Aqualife Plant Scapes 10""",0.0,14.69
871,JW Pet Pet Pet Pet Tall Silo Waterer,JW Pet,18940313014,8.79,birdSupplies,JW Pet Pet Pet Pet Tall Silo W,0.0,8.73
874,A & E Seed Catcher Large,A&E Cage Co,644472017144,11.99,birdSupplies,A&E Seed Catcher Large,0.0,11.54
875,Prevue Hendrix Small Seed Catcher,Prevue,048081008201,7.69,birdSupplies,Prevue Hendrix Small Seed Catc,0.0,7.63
876,Prevue Hendrix Medium Seed Catcher,Prevue,48081008218,9.89,birdSupplies,Prevue Hendrix Medium Seed Cat,0.0,9.44
880,Vitapol Mineral Block,Vitapol,44472017632,6.59,birdSupplies,Vitapol Mineral Block,0.0,6.54
882,Living World Mineral Block,Living World,080605821903,4.39,birdSupplies,Tapeworm Dewormer Dogs Tabs,0.0,35.69
884,A & E 5oz Jungle Cups,A&E Cage Co,644472015010,6.59,birdSupplies,A & E 5oz Jungle Cups,0.0,6.54
885,A & E 10oz Jungle Cups,A&E Cage Co,644472015034,7.69,birdSupplies,A & E 10oz Jungle Cups,0.0,7.63
886,A & E 20oz Jungle Cups,A&E Cage Co,44472015058,8.79,birdSupplies,A & E 20oz Jungle Cups,0.0,8.73
889,30oz Coop Cup,A&E Cage Co,048081612255,13.09,birdSupplies,30oz Coop Cup,-1.0,12.59
890,Spot 20oz Hook on Cup,Spot,077234060117,9.89,birdSupplies,Spot 20oz Hook on Cup,0.0,9.44
891,Natures Miracle Bird Cage Cleaner,Nature's Miracle,18065984692,14.19,birdSupplies,Natures Miracle Bird Cage Clea,0.0,13.64
892,Kaytee Mixed Nuts & Cherries,Kaytee,071859942834,8.79,birdSupplies,Kaytee Mixed Nuts & Cherries,0.0,8.73
894,Vitapol Fruite Smackers Cockatiel,Vitapol,644472002355,3.29,birdSupplies,Kaytee Hamtrac Exercise Loop,0.0,20.99
896,Vitakraft Sticks Apple & Honey Parrot,Vitakraft,051233316871,10.89,birdSupplies,Hippie Hounds 500mg Dog Drops,0.0,31.49
897,Vitakraft Sticks Apricot & Cherry Conur,Vitakraft,051233316956,7.69,birdSupplies,Vitakraft Sticks Carrot & Hone,0.0,7.63
898,Vitapol Smakers Maxi 2pc,Vitapol,44472002393,20.79,birdSupplies,Vitapol Smakers Maxi 2pc,0.0,19.94
901,Kaytee Treat Stick Honey Multipk Keet,Kaytee,071859942360,10.89,birdSupplies,Kaytee Giant Comfort Wheel,0.0,30.44
902,Kaytee Treatstick Hny Multi Cocktiel,Kaytee,071859942407,10.89,birdSupplies,Kaytee Treatstick Hny Multi Co,-1.0,10.49
904,Vitakraft Sticks Egg and Honey Keets,Vitakraft,051233211206,5.49,birdSupplies,Vitakraft Sticks Egg and Honey,0.0,5.45
906,Vitapol Smakers Snack Fruit Cocktiel,Vitapol,44472006209,6.59,birdSupplies,Vitapol Smakers Snack Fruit Co,0.0,6.54
907,Higgins Tuscan Dream,Higgins,046706321650,4.39,birdSupplies,"Kaytee 7"" Runabout Ball Rainbo",0.0,11.54
908,Vitapol Smackers 3w1,Vitapol,44472002126,7.69,birdSupplies,Vitapol Smackers 3w1,0.0,7.63
914,Higgins Duets Parrots & Macaws,Higgins,046706303502,7.69,birdSupplies,Higgins Duets Parrots & Macaws,0.0,7.63
916,Sunburst Fruits and Veggies,Sunburst,46706322510,5.49,birdSupplies,Sunburst Fruits and Veggies,0.0,5.45
917,Sunburst Fruit to Nuts,Sunburst,46706322503,5.49,birdSupplies,Sunburst Fruit to Nuts,0.0,5.45
918,Sunburst Sticks Lil Fruits,Higgins,046706002702,3.29,birdSupplies,Sunburst Sticks Lil Fruits,0.0,3.27
919,Sunburst Sticks Nuts & Berries,Sunburst,046706002641,3.29,birdSupplies,Sunburst Sticks Nuts & Berries,0.0,3.27
920,Sunburst Sticks Island Fruits,Sunburst,046706002627,3.29,birdSupplies,Sunburst Sticks Island Fruits,0.0,3.27
927,Kaytee Bird Greens,Kaytee,071859002576,4.39,birdSupplies,Kaytee Bird Greens,0.0,4.36
928,Kaytee Food for the Wild Bird,Kaytee,071859948713,7.69,birdSupplies,Kaytee Food for the Wild Bird,0.0,7.63
930,Lafebers Pellet Berries,Lafeber,041054717407,18.59,birdSupplies,Lafebers Pellet Berries,0.0,17.84
931,Lafebers Avi Cakes,Lafeber,041054862305,15.29,birdSupplies,Lafebers Avi Cakes,0.0,14.69
935,Sunseed Fantasy Fruit Mix,Sunseed,087535593054,10.89,birdSupplies,Sunseed Fantasy Fruit Mix,0.0,10.49
936,Sweet Harvest Fruits & Nuts Mix,Kaylor,720101244041,8.79,birdSupplies,Sweet Harvest Fruits & Nuts Mi,0.0,8.73
945,Meijer Ecuttlebone Perch,Meijer,713733591706,4.39,birdSupplies,Meijer Ecuttlebone Perch,0.0,4.36
946,Birdlife Calcium Perch Parakeet,Birdlife,30172012938,8.79,birdSupplies,Birdlife Calcium Perch Parakee,0.0,8.73
948,"Pacific Perch Beach Walk Small 4""",Prevue,048081011112,9.89,birdSupplies,Pacific Perch Beach Walk Small,0.0,9.44
949,"Pacific Perch Beach Walk Small 5""",Prevue,048081001005,10.89,birdSupplies,Pacific Perch Beach Walk Small,0.0,10.49
955,"Pacific Perch 6"" Cosmic Crunch",Prevue,048081010204,8.79,birdSupplies,"Pacific Perch 6"" Cosmic Crunch",0.0,9.44
958,Livingworld Sand Perch Covers,Living World,080605803251,4.39,birdSupplies,Livingworld Sand Perch Covers,0.0,4.36
962,JW Pet Pet Pet Pet Insight Sand Perch Small,JW Pet,618940312154,6.59,birdSupplies,JW Pet Pet Pet Pet Insight San,0.0,6.54
966,"Wacky Wood 14""",Prevue,048081623954,13.09,birdSupplies,Wacky Wood,0.0,13.64
970,Birdie Basics Perch Sm7/16x10,Prevue,048081003701,3.29,birdSupplies,Perch Birdie Basics S/M,-1.0,3.27
972,Birdie Basics Perch Medium 3/4x15,Prevue,048081003763,5.49,birdSupplies,Birdie Basics Perch Medium 3/4,0.0,5.45
977,Carpenter Creations 9 Rung Ladder,Prevue,048081011379,10.89,birdSupplies,Carpenter Creations 9 Rung Lad,0.0,10.49
982,"A & E 18"" Sand Perches",A&E Cage Co,644472008418,11.99,birdSupplies,"A & E 18"" Sand Perches",0.0,11.54
993,Birdlife Rope Perch 21in,Birdlife,030172036781,9.89,birdSupplies,Birdlife Rope Perch 21in,-1.0,12.59
994,Birdlife Cross Rope Perch,Birdlife,030172085369,13.09,birdSupplies,Birdlife Cross Rope Perch,-1.0,12.59
1000,JW Pet Pet Pet Pet Lattice Chain,JW Pet,18940310365,4.39,birdSupplies,JW Pet Pet Pet Pet Lattice Cha,0.0,4.36
1003,Birdlife Twin Rings with Turning Beads,Birdlife,030172082832,3.29,birdSupplies,Higgins InTune Duets Chicken &,0.0,7.63
1004,Pennplax Jingle Bird Wmirror/Perch,Penn-Plax,030172013447,7.69,birdSupplies,Pennplax Jingle Bird Wmirror/P,0.0,7.63
1015,Birdlife Perchwmirrorbeads & Seed Cup,Birdlife,030172902741,4.39,birdSupplies,Perch with Mirror and Beads & Seed Cup,-2.0,4.36
1017,Birdlife Cement & Acrylic Swing Large,Birdlife,030172021398,52.39,birdSupplies,Ware Salt Lick,0.0,4.36
1018,Birdlife Cement & Acrylic Swing Small,Birdlife,030172021374,23.99,birdSupplies,Pine Swing Large,0.0,6.54
1022,"Playful Forage & Engage ""raincatcher""",Penn-Plax,030172082894,7.69,birdSupplies,"Playful Forage & Engage ""rainc",0.0,7.63
1029,Birdlife Wooden Swing,Birdlife,030172902178,7.69,birdSupplies,Bird Life 3in Wooden Bird Swing,0.0,5.45
1030,Pine Swing Medium,Penn-Plax,030172021374,5.49,birdSupplies,Pine Swing Large,0.0,6.54
1031,Pine Swing Large,Penn-Plax,030172021374,6.59,birdSupplies,Pine Swing Large,0.0,6.54
